industry,occupation,yrs_qual,sex,highest_qual,area_of_study,influencing,negotiating,sector,workforce_change,no_subordinates,choose_hours,choose_method,job_quals,qual_needed,experience_needed,keeping_current,satisfaction,advising,instructing,problem_solving_quick,problem_solving_long,labour,manual_skill,computer,group_meetings,computer_level,monthly_salary
P,3,16,1,12,3,2,2,1,3,0,3,5,12,1,5,5,1,2,2,2,4,2,2,1,4,2,5583.3333333
O,8,12,1,7,6,4,2,2,1,0,3,4,7,1,1,2,2,5,2,5,2,5,5,1,1,1,5073.0333333
N,5,14,1,11,4,1,1,1,3,0,1,3,7,1,1,4,3,4,5,5,2,4,1,2,1,0,2140.6666667
L,3,13,2,9,7,5,5,1,2,0,1,4,7,1,5,3,2,5,4,5,4,4,5,1,1,2,2340.0
M,4,12,2,7,4,5,5,2,3,0,4,3,7,1,1,2,2,1,1,5,1,1,5,1,1,1,1164.5833333
P,5,14,1,11,5,5,5,1,2,0,1,3,11,2,5,2,4,2,2,1,2,5,5,1,1,2,2426.6666667
C,8,14,1,11,6,3,2,1,3,0,5,3,12,3,6,5,2,4,3,5,4,3,3,1,3,3,6691.8333333
C,3,14,1,11,6,5,1,1,2,0,5,3,7,1,5,5,2,4,3,3,2,3,5,1,2,1,5700.0
N,7,12,1,7,1,1,1,1,3,0,3,4,7,1,4,3,1,3,4,4,2,5,5,1,1,1,4969.7333333
Q,1,12,2,7,3,5,3,1,3,1,1,3,12,2,6,2,3,5,4,5,2,2,5,1,2,2,4333.3333333
F,7,9,1,3,0,1,1,1,3,0,1,1,1,1,1,5,2,1,2,5,1,5,5,2,1,0,2764.6666667
H,9,12,2,7,6,4,4,1,2,0,1,4,7,1,3,3,4,3,4,3,2,3,3,1,1,2,2426.6666667
H,8,12,1,7,1,1,5,1,3,0,1,1,1,1,1,1,2,3,2,5,2,3,5,1,1,1,2426.6666667
I,5,12,2,7,4,2,2,1,3,3,1,2,7,1,1,5,2,3,3,3,3,5,5,1,2,2,3220.8333333
H,9,16,2,12,7,1,1,1,2,0,3,3,7,2,3,2,2,1,1,3,2,2,2,1,1,2,2000.0
Q,3,16,2,12,4,5,5,1,3,0,3,5,7,2,1,3,2,3,2,5,4,1,5,1,1,2,3091.6666667
B,1,16,2,12,3,4,4,1,2,0,3,3,12,1,5,3,2,1,1,5,4,1,5,1,3,2,2800.0
Q,3,12,2,7,8,5,2,2,3,0,4,3,7,3,2,5,5,5,3,5,5,5,5,1,3,3,3484.8333333
O,3,18,1,13,4,4,2,2,1,0,3,2,11,2,5,4,3,5,4,5,4,1,5,1,3,2,4166.6666667
H,8,13,1,9,6,1,1,2,3,0,1,4,7,1,1,5,2,5,4,5,5,5,5,1,1,1,7797.7333333
K,2,16,2,12,3,5,5,1,2,0,5,4,12,1,6,5,1,3,2,2,4,2,5,1,4,2,9666.6666667
G,2,16,1,12,5,2,1,1,2,0,3,4,12,2,6,2,2,3,1,5,4,1,5,1,2,3,7750.0
C,1,16,1,12,9,5,5,1,1,3,4,4,12,1,6,3,2,5,5,5,4,2,5,1,2,2,13916.666667
C,2,16,1,12,6,1,1,1,3,0,5,3,13,2,4,3,2,4,4,5,4,1,1,1,3,1,11613.333333
G,7,12,1,7,1,5,5,1,3,0,2,1,9,1,3,5,1,5,5,1,1,5,5,2,1,0,2311.6666667
K,2,16,1,12,4,4,1,1,2,0,5,4,12,2,6,2,3,4,2,5,5,1,1,1,5,2,7583.3333333
Q,3,13,2,9,9,5,1,2,3,0,2,2,7,1,2,5,1,5,1,5,5,5,5,1,1,1,2166.6666667
Q,3,16,1,12,8,5,4,3,1,0,2,3,12,1,3,5,2,2,5,5,5,5,5,1,1,2,2080.0
I,8,13,1,9,8,2,1,1,2,2,4,4,3,1,1,2,4,4,2,2,1,5,5,1,1,1,1255.8333333
P,2,18,2,13,2,5,5,2,3,0,1,3,12,1,3,2,2,5,5,5,4,5,5,1,1,2,5416.6666667
E,1,13,1,9,5,5,1,1,3,0,2,4,7,1,1,2,2,2,4,3,1,1,1,2,1,0,3880.0
Q,3,12,2,7,8,3,1,2,3,0,4,3,7,3,1,5,2,3,3,4,4,5,5,1,1,2,3058.3333333
G,5,12,2,7,4,5,1,2,3,1,5,5,7,2,1,5,1,2,5,2,1,5,5,2,1,0,1815.6666667
I,9,9,1,3,0,1,1,1,2,0,1,1,7,1,3,5,1,2,1,1,1,5,5,2,1,0,1191.6666667
G,5,9,2,3,0,1,1,1,3,0,3,2,7,2,3,5,2,4,2,2,1,5,5,2,1,0,1646.6666667
Q,3,13,1,9,2,5,5,3,3,0,4,3,7,3,5,4,2,5,5,4,4,4,5,1,2,1,2916.6666667
R,6,12,1,7,4,1,1,1,2,1,2,3,7,1,1,1,3,5,4,5,5,5,5,2,1,0,1516.6666667
P,2,18,2,13,3,3,1,3,3,1,3,3,13,1,6,2,3,5,5,5,4,3,4,1,2,2,5000.0
N,5,9,1,3,0,5,5,1,1,1,3,3,7,1,6,5,1,5,5,5,5,4,5,1,1,2,6875.0
G,5,12,2,7,1,5,1,1,3,0,2,3,7,1,1,2,2,5,2,5,4,5,1,1,1,1,1320.8
Q,3,16,2,12,3,4,2,1,1,0,2,3,9,2,4,5,1,5,5,5,4,5,5,1,1,1,4541.6666667
O,2,21,1,14,4,5,5,2,3,0,5,5,13,1,6,5,1,5,5,5,5,1,1,1,1,2,14166.666667
G,5,12,2,7,1,5,5,1,3,0,3,2,7,2,1,5,3,5,4,5,1,5,5,1,1,1,1845.0
I,1,12,2,7,4,5,4,1,2,2,2,3,7,1,3,5,2,5,4,5,4,5,5,1,1,1,1410.5
N,4,9,1,3,0,3,1,1,3,0,3,5,7,2,2,2,3,4,2,5,2,5,5,1,4,2,1300.0
H,5,12,1,7,4,1,1,1,1,0,4,3,7,1,4,5,2,4,1,5,4,5,5,1,1,1,5000.0
H,8,12,1,7,6,4,5,1,3,1,3,5,7,1,5,5,2,5,4,4,2,5,5,1,1,2,5000.0
Q,5,13,2,9,8,4,2,1,3,0,3,3,7,1,3,3,2,3,3,4,3,5,5,1,1,1,1560.0
N,9,12,2,7,1,1,1,1,1,0,1,3,7,1,1,5,2,1,2,5,5,2,5,2,1,0,1668.3333333
I,5,9,1,3,0,5,5,1,3,0,3,3,7,1,1,3,2,5,5,5,2,5,5,1,1,1,736.66666667
M,1,18,1,13,4,2,2,1,2,1,5,5,12,1,6,5,2,5,2,4,3,1,5,1,1,2,16666.666667
Q,2,18,1,13,8,1,1,1,3,0,5,2,12,1,3,3,2,5,5,5,5,5,5,1,1,2,6586.6666667
C,8,12,1,7,1,4,5,1,2,0,3,4,7,2,1,1,4,2,3,5,3,5,5,2,1,0,1698.3333333
S,9,9,1,3,0,5,5,2,1,0,1,2,3,1,1,5,2,3,5,5,3,5,5,1,1,1,1008.3333333
R,3,16,1,12,8,5,5,3,3,1,3,3,7,1,5,5,2,5,5,5,2,5,5,1,1,2,1716.6666667
P,5,16,1,12,9,5,2,2,3,0,1,3,7,1,1,1,2,5,5,4,2,1,5,1,1,1,1931.2166667
Q,2,16,2,12,8,1,1,3,3,0,5,4,11,1,1,5,1,4,5,4,3,5,4,1,1,1,3900.0
O,3,14,1,11,9,5,5,2,2,0,3,4,12,2,6,3,3,5,4,5,5,3,3,1,2,2,12133.333333
G,8,12,1,7,4,5,5,1,1,0,4,4,7,1,5,5,2,5,2,4,2,5,5,2,1,0,4443.75
P,2,16,2,12,2,4,3,3,1,0,1,3,12,3,3,5,2,5,5,5,4,4,5,1,1,2,3333.3333333
S,5,12,1,7,1,5,4,1,3,0,3,3,7,3,2,1,2,1,1,5,4,5,5,2,1,0,3250.0
C,8,14,1,11,3,1,1,1,3,0,1,4,7,1,5,2,2,4,1,5,5,5,5,2,1,0,5515.0666667
I,5,12,2,7,1,1,1,1,3,0,3,3,7,2,5,5,2,4,4,5,4,5,1,1,1,1,1437.15
Q,3,12,2,7,4,5,5,1,2,1,3,5,7,1,2,5,4,5,5,5,5,5,5,1,3,1,1523.8333333
C,3,12,1,7,6,5,2,1,1,3,5,5,12,2,6,4,1,5,5,5,5,2,5,1,2,2,14250.0
P,2,18,2,13,5,3,3,2,3,1,3,5,13,1,6,2,1,5,3,5,4,4,5,1,2,2,6833.3333333
P,2,18,2,13,8,3,1,2,3,0,1,3,13,1,3,2,2,4,2,5,2,5,5,1,1,1,5833.3333333
N,5,14,1,11,4,1,1,1,2,0,1,3,7,1,2,3,4,2,2,2,1,5,5,2,1,0,866.66666667
B,3,12,1,7,9,1,1,1,1,2,1,5,7,1,5,3,3,4,4,5,3,5,5,1,1,1,6666.6666667
M,4,12,2,7,4,5,1,1,1,1,2,3,7,1,3,5,2,4,2,1,1,1,5,1,2,2,2340.0
F,8,12,1,7,6,4,3,1,1,2,2,4,7,1,5,4,2,4,4,5,2,3,5,2,1,0,5200.0
Q,5,12,2,7,8,1,1,2,3,0,4,2,7,1,1,5,2,3,3,2,1,5,5,2,1,0,1300.0
G,1,18,2,13,8,4,3,1,3,3,5,5,7,1,5,4,2,5,2,3,2,3,1,1,4,2,1775.0
S,5,14,2,11,6,5,2,1,3,0,3,5,7,1,1,5,1,5,1,5,4,5,5,2,1,0,2000.0
F,3,13,1,9,6,1,2,1,2,1,2,4,9,1,1,3,2,2,2,4,3,5,5,1,1,1,6933.3333333
G,4,12,1,7,4,1,1,1,2,0,3,2,3,1,1,2,2,2,1,5,2,5,5,1,1,1,1431.4166667
G,3,12,1,7,5,5,5,1,2,0,5,5,7,1,5,5,1,4,2,5,3,5,5,1,1,1,4166.6666667
J,3,16,1,12,4,2,1,1,2,0,3,4,12,1,5,3,2,5,4,4,5,1,1,1,5,3,8333.3333333
P,2,21,2,14,4,4,1,3,3,0,3,4,14,1,1,4,1,1,4,3,2,1,1,1,2,2,5416.6666667
M,5,12,2,7,4,5,1,1,1,3,2,4,7,3,5,5,1,5,5,4,3,5,5,1,1,2,3500.0
C,9,9,2,3,0,1,1,1,3,0,1,2,3,1,1,3,1,1,2,4,1,5,5,2,1,0,2080.0
P,5,18,1,13,2,2,2,2,3,0,3,3,13,3,4,2,2,3,3,3,3,2,5,1,2,1,1083.3333333
P,2,16,2,12,4,5,5,2,3,0,2,2,12,1,5,4,2,5,5,5,3,5,5,1,1,1,2666.6666667
P,2,18,2,13,2,5,5,2,3,0,2,3,12,1,5,3,2,5,5,5,3,1,5,1,1,2,6500.0
M,1,16,1,12,6,4,3,1,3,1,3,3,12,1,5,2,2,4,3,4,4,2,2,1,4,2,6750.0
N,3,16,2,12,4,5,5,1,2,5,2,4,7,3,6,3,2,5,5,5,5,3,5,1,5,2,7833.3333333
K,2,19,2,13,4,5,5,1,3,0,3,5,13,1,6,4,2,5,4,5,5,1,5,1,5,2,14416.666667
Q,1,13,2,9,2,5,5,3,3,3,5,5,7,1,6,1,1,5,5,5,4,4,5,1,1,1,3449.3333333
I,5,12,1,7,4,1,1,1,3,1,1,3,7,2,3,3,1,5,3,3,1,5,5,2,1,0,1906.6666667
I,5,12,2,7,4,1,1,1,3,0,3,3,7,2,2,4,2,3,4,1,1,5,5,2,1,0,1105.0
G,5,16,2,12,5,5,5,1,3,2,3,5,13,1,6,2,2,5,4,5,4,1,1,1,3,2,14166.666667
C,7,12,2,7,6,5,5,1,1,0,3,2,9,2,4,2,2,3,5,4,2,5,5,1,1,1,4528.3333333
G,7,14,1,11,6,1,5,1,3,0,4,4,7,2,6,5,2,4,1,5,3,5,5,2,1,0,8333.3333333
G,5,14,2,11,3,1,1,1,2,0,4,2,1,1,1,4,2,3,2,4,3,1,1,1,1,1,823.33333333
N,5,14,2,11,8,1,2,1,3,0,1,1,7,1,3,4,1,2,4,4,3,1,5,1,1,1,1995.8333333
C,3,14,2,11,9,4,4,1,2,0,3,5,7,3,1,3,1,4,1,2,1,1,5,1,2,2,2795.0
H,7,14,1,11,1,1,1,1,1,1,2,3,9,1,1,5,2,3,5,4,3,5,5,1,1,1,5416.6666667
C,7,14,1,11,6,4,4,1,1,0,2,3,9,1,5,2,2,4,2,5,3,2,4,1,1,1,6416.6666667
D,7,12,1,7,1,1,1,1,1,0,2,3,7,2,5,2,1,4,5,5,5,4,5,1,1,1,5961.3333333
F,1,16,1,12,4,4,2,1,1,1,2,4,9,2,5,5,1,5,2,5,3,3,5,1,1,2,5500.0
G,4,12,1,7,8,1,1,1,2,0,1,1,7,1,1,5,2,4,1,5,5,5,5,1,1,1,2641.6666667
I,1,16,2,12,4,5,5,2,3,3,1,3,11,2,6,3,5,5,4,5,4,5,5,1,2,2,3233.3333333
P,5,16,2,12,3,3,1,1,3,0,2,1,12,1,5,3,2,4,5,5,5,5,5,1,1,2,1833.3333333
O,3,16,1,12,8,2,2,2,3,0,2,3,11,1,1,3,1,5,4,5,4,4,5,1,1,2,6253.8
I,9,13,1,9,1,1,1,1,3,0,3,2,7,2,1,4,2,4,4,3,2,5,5,1,1,1,1362.8333333
I,6,12,1,7,1,2,2,1,3,0,4,4,3,3,1,1,2,5,2,5,2,5,5,2,1,0,2704.0
K,2,18,1,13,4,5,5,2,1,0,3,5,12,3,6,4,2,5,3,5,5,1,5,1,5,2,13750.0
G,3,14,1,11,4,5,5,1,3,0,2,4,7,3,5,5,2,5,5,5,3,3,2,1,3,2,2426.6666667
F,9,12,1,7,1,1,1,1,3,0,1,3,7,2,1,4,4,2,5,5,2,5,5,2,1,0,2860.0
Q,3,16,2,12,4,5,5,3,1,1,3,3,9,3,5,5,2,5,5,5,5,3,4,1,1,2,1950.0
C,2,16,1,12,6,3,3,1,2,3,1,5,12,1,6,3,1,5,4,4,2,2,5,1,2,3,6483.3333333
F,7,13,1,9,9,1,1,1,1,0,2,1,7,3,1,2,4,3,1,5,2,5,5,2,1,0,2600.0
K,9,12,2,7,1,3,5,1,1,0,1,5,7,3,1,4,2,5,5,4,1,5,5,1,1,2,2925.0
P,2,14,2,11,3,1,2,2,3,1,1,3,11,2,3,2,2,5,3,5,4,4,5,1,1,2,2146.6666667
P,3,16,1,12,6,1,1,1,3,0,3,1,12,2,1,1,3,4,1,4,2,1,5,1,1,3,346.66666667
O,2,16,1,12,6,4,3,2,3,0,4,4,12,1,5,5,2,5,3,5,3,1,1,1,1,2,9000.0
A,6,12,1,7,4,4,3,1,2,3,2,3,2,1,1,2,3,5,3,3,3,5,5,1,1,2,2433.3333333
Q,2,16,2,12,5,5,4,2,3,0,1,3,12,2,5,5,2,5,3,4,4,4,5,1,3,1,2666.6666667
P,9,16,1,12,6,4,4,1,3,0,4,4,7,1,2,4,2,4,2,4,4,1,5,2,1,0,2426.6666667
P,2,18,1,13,3,5,3,2,3,0,3,3,13,1,6,3,1,5,5,5,3,5,5,1,2,2,3333.3333333
Q,9,12,2,7,1,2,2,1,3,0,2,3,7,1,5,1,2,3,2,4,3,5,5,2,1,0,1872.0
P,5,16,2,12,2,1,1,2,3,0,1,4,11,1,5,2,1,5,5,5,5,2,5,1,1,2,1733.3333333
J,3,13,2,9,8,5,5,1,1,0,3,4,7,1,5,5,2,5,4,5,5,1,5,1,3,1,3166.6666667
G,5,14,2,11,3,5,5,1,2,0,4,4,7,1,1,5,3,5,4,5,4,5,5,1,1,2,583.33333333
G,5,12,1,7,4,5,1,1,1,0,1,2,7,2,5,3,1,5,5,5,2,5,5,1,1,3,975.0
L,3,12,1,7,9,5,5,1,3,3,3,3,7,1,6,3,2,5,5,5,4,5,5,1,2,2,10166.666667
Q,2,16,2,12,8,5,4,3,1,0,4,3,12,2,1,3,3,4,3,5,4,1,5,1,2,1,2666.6666667
I,5,12,1,7,3,5,1,1,3,0,1,1,1,1,3,1,4,2,1,4,1,4,5,2,1,0,346.66666667
I,1,12,1,7,8,5,5,1,1,2,2,2,7,2,1,5,3,5,5,5,4,5,5,1,2,1,4333.3333333
G,1,16,2,12,3,5,5,1,1,1,1,1,7,1,1,5,4,5,5,5,5,5,5,1,4,1,2600.0
Q,5,12,2,7,4,5,4,1,3,0,4,3,7,2,2,4,2,5,2,4,3,5,5,2,1,0,411.66666667
Q,2,18,2,13,8,3,2,2,3,0,1,3,13,1,5,4,2,4,5,3,2,2,4,1,5,2,5416.6666667
M,3,16,1,12,5,1,1,1,2,1,2,3,7,3,6,5,3,4,5,4,1,4,5,1,1,3,3838.3333333
G,3,16,2,12,4,3,2,1,2,0,4,4,7,2,5,2,2,5,3,4,3,3,5,1,2,2,3048.1
Q,3,14,2,11,8,1,1,1,3,2,4,5,9,3,3,5,3,5,4,5,3,2,4,1,1,1,3466.6666667
F,7,12,1,7,1,5,5,1,3,0,5,3,7,2,5,2,2,5,1,5,3,5,5,2,1,0,2166.6666667
P,5,13,2,9,8,4,4,2,3,0,1,4,7,2,5,5,2,5,5,4,4,4,5,2,1,0,944.66666667
Q,5,16,2,12,2,5,5,3,1,0,3,4,7,2,1,2,1,1,2,5,2,5,5,2,1,0,1830.4
Q,2,14,2,11,8,1,1,1,3,0,5,3,11,2,5,5,1,5,1,5,5,1,5,1,2,1,6764.0
G,5,12,2,7,4,1,1,1,3,0,3,3,7,2,1,2,3,1,3,3,3,2,2,2,1,0,1224.1666667
P,1,18,2,13,2,5,5,2,1,2,3,3,13,1,6,4,3,5,5,5,5,1,1,1,2,2,8333.3333333
I,8,21,1,14,1,1,2,2,3,0,1,1,7,1,3,5,1,1,2,2,1,5,5,2,1,0,1516.75
P,8,16,1,12,2,1,2,2,1,0,4,2,7,2,3,1,2,1,1,1,1,1,5,1,1,1,1040.0
I,5,9,2,3,0,2,1,2,3,0,3,2,3,1,5,3,4,1,2,4,1,5,5,2,1,0,390.0
O,2,16,1,12,4,4,4,2,1,0,1,5,12,1,3,3,2,5,3,5,5,2,5,1,3,2,5980.0
O,5,14,1,11,6,5,5,2,3,0,5,3,7,1,1,5,3,5,5,5,4,4,1,1,1,1,5139.3333333
O,2,16,1,12,1,5,1,2,3,0,2,4,12,1,6,2,1,5,2,5,4,1,1,1,1,2,8000.0
G,5,12,2,7,1,5,5,1,1,0,3,4,7,1,2,5,3,4,4,5,1,5,5,1,1,1,1040.0
Q,3,13,1,9,8,1,1,1,3,3,2,3,9,1,1,3,2,5,3,4,2,4,5,1,1,1,3550.0
N,3,16,1,12,6,4,4,1,1,3,3,3,9,2,5,2,2,5,4,5,4,1,1,1,5,2,5625.0
I,5,9,1,3,0,4,1,1,3,0,2,2,3,2,1,5,2,2,1,4,1,5,5,2,1,0,2600.0
P,2,18,2,13,2,5,5,2,1,0,3,5,13,1,3,4,2,5,5,5,4,5,5,1,1,2,3716.6666667
G,1,12,1,7,2,5,5,1,3,3,3,4,9,2,5,5,2,5,5,5,4,3,5,1,4,1,4160.0
P,2,18,2,13,2,5,2,2,3,0,2,4,12,1,3,2,2,4,5,4,3,1,5,1,1,2,5666.6666667
H,4,12,1,7,4,1,1,2,1,0,3,4,7,1,4,4,1,5,4,5,4,5,5,2,1,0,1733.3333333
Q,3,13,2,9,8,4,1,1,3,0,2,5,7,1,4,1,1,1,1,3,3,5,1,2,1,0,3397.3333333
G,1,14,1,11,9,5,5,1,3,3,1,2,7,3,4,4,2,5,5,5,5,5,5,1,4,1,4333.3333333
Q,3,13,2,9,8,5,3,1,3,0,3,1,12,1,5,3,1,5,5,5,4,5,5,1,1,2,3466.6666667
O,3,18,2,13,3,1,5,2,3,0,2,3,12,1,5,5,2,5,3,5,5,1,5,1,5,2,3055.0833333
K,1,18,1,13,4,4,4,1,1,1,2,3,13,1,6,4,2,4,4,5,4,2,3,1,5,2,12916.666667
I,5,12,1,7,4,2,3,1,3,0,3,3,7,3,4,3,1,3,4,3,3,4,4,2,1,0,1828.3333333
Q,2,14,2,11,8,1,1,2,3,0,1,2,12,2,4,2,2,1,2,4,1,5,5,2,1,0,7500.0
G,9,12,1,7,1,1,1,1,3,0,1,1,7,2,3,1,3,1,1,2,1,5,5,2,1,0,1300.0
C,3,12,1,7,2,4,3,1,3,1,4,5,7,2,1,5,1,5,5,5,3,1,5,2,1,0,4540.0
P,2,18,2,13,2,5,1,2,3,0,3,4,12,3,6,5,2,4,5,5,4,3,5,1,2,2,3208.3333333
G,1,9,1,3,0,5,5,1,3,2,1,5,7,3,3,5,1,5,5,5,3,4,5,1,1,1,1940.0
N,1,16,1,12,4,5,5,1,1,4,3,3,12,1,6,4,2,5,5,4,3,3,3,1,3,2,7083.3333333
P,2,16,2,12,1,5,5,2,3,0,2,3,11,1,2,2,2,5,5,5,2,2,5,1,1,2,2090.0
G,3,16,1,12,7,4,5,1,3,3,3,3,12,1,3,3,1,2,5,5,2,2,1,1,2,2,6000.0
D,3,13,1,9,1,3,3,2,1,1,5,5,7,2,4,2,2,4,4,5,5,5,5,1,2,1,5376.8
G,5,12,2,7,1,5,5,1,3,0,2,5,3,2,1,5,3,4,4,5,4,5,5,1,1,1,1646.6666667
C,3,16,2,12,4,5,5,1,3,0,5,5,12,1,6,5,1,5,4,5,5,1,1,1,5,3,7083.3333333
F,3,12,2,7,8,1,1,1,3,0,1,3,7,1,6,2,2,2,1,4,1,1,5,1,1,1,2805.3333333
P,3,12,2,7,8,1,1,1,3,0,1,2,7,1,2,5,2,1,1,4,4,5,5,1,1,2,1787.5
C,7,12,1,7,1,4,1,1,3,0,3,1,7,1,1,5,1,5,1,4,1,5,5,1,1,1,1950.0
J,5,12,2,7,1,5,1,1,3,0,1,3,7,1,1,5,3,5,2,4,3,1,5,1,1,2,3318.3333333
P,5,9,2,3,0,1,1,1,2,0,1,5,7,2,3,1,3,5,1,4,1,4,5,2,1,0,1074.6666667
P,5,12,2,7,4,1,1,1,1,0,5,4,12,1,3,3,2,4,3,2,1,1,1,1,2,2,433.33333333
Q,1,14,2,11,2,5,5,1,3,1,2,3,12,2,2,4,2,5,5,5,2,5,5,1,1,2,2572.5
K,2,18,1,13,5,5,4,2,1,1,5,4,13,2,6,5,1,3,4,5,2,1,5,1,1,3,11666.666667
Q,9,12,1,7,1,5,1,1,3,0,2,1,7,1,1,5,2,5,5,4,3,3,5,2,1,0,43.333333333
M,3,16,2,12,3,4,2,1,2,1,3,4,7,3,6,5,1,5,3,5,4,4,5,1,1,1,3748.4166667
C,8,12,1,7,6,1,1,1,3,0,1,3,7,2,5,3,1,1,1,5,4,5,5,1,1,1,5250.0
H,8,12,1,7,6,1,1,1,3,0,1,1,7,2,1,2,2,3,2,2,1,5,5,1,1,1,8366.6666667
G,7,13,1,9,6,5,4,1,3,0,4,5,9,2,6,5,4,4,3,5,5,3,5,1,1,1,3813.3333333
Q,3,14,2,11,8,5,1,1,3,0,3,3,11,1,5,4,2,5,5,3,1,5,5,1,1,1,7083.3333333
M,2,18,1,13,4,5,1,1,3,1,3,4,13,2,6,4,3,2,4,3,5,1,1,1,1,2,18583.333333
F,3,12,2,7,2,1,1,1,3,0,5,5,7,2,5,2,1,1,2,5,5,1,1,1,1,1,4333.3333333
H,9,12,1,7,4,4,5,1,3,0,2,5,7,2,3,1,4,1,3,5,5,5,5,2,1,0,520.0
Q,9,12,1,7,4,5,5,2,3,2,5,5,7,2,2,5,3,5,5,5,4,5,5,1,5,2,650.0
P,2,19,2,13,8,4,4,1,3,4,3,3,14,1,6,2,2,4,4,4,4,1,5,1,2,2,9583.3333333
P,2,16,2,12,5,3,1,2,3,0,3,4,12,1,6,4,2,5,2,4,4,1,5,1,5,3,7166.6666667
Q,1,14,2,11,8,4,4,3,3,2,3,4,11,1,6,2,1,5,3,5,4,5,5,1,3,2,7391.6666667
Q,3,16,1,12,2,5,2,1,1,0,2,4,11,2,3,3,2,5,2,2,2,2,5,1,1,2,3030.0
N,2,13,2,9,8,1,1,1,3,1,4,5,9,1,6,1,1,5,2,5,1,5,5,1,4,3,4343.75
C,8,12,2,7,8,3,1,1,3,0,1,2,7,2,1,3,5,1,3,5,3,5,5,2,1,0,2600.0
N,9,12,1,7,1,3,2,3,3,1,1,3,7,2,3,4,2,2,4,2,2,5,5,2,1,0,3066.6666667
P,2,18,1,13,2,5,2,1,1,0,2,4,12,3,6,3,3,5,5,5,5,5,1,1,2,2,10000.0
K,1,12,2,7,4,3,3,1,3,1,4,3,12,2,5,5,2,4,3,4,4,1,5,1,3,2,15000.0
O,3,16,2,12,3,5,5,2,3,0,2,3,7,3,1,4,3,5,5,5,5,1,5,1,1,2,4116.6666667
O,5,9,1,3,0,4,1,2,1,0,3,2,7,1,3,3,1,4,4,1,1,5,3,2,1,0,1625.0
Q,2,21,2,14,8,5,1,1,2,1,3,3,13,1,5,3,2,5,4,5,3,5,5,1,2,1,4733.3333333
K,1,16,1,12,9,4,4,1,3,1,4,4,12,2,5,2,2,4,3,2,3,1,3,1,3,1,12500.0
G,9,14,1,11,6,5,2,1,1,0,2,3,7,1,1,5,3,2,1,5,1,5,5,2,1,0,1218.3333333
M,3,16,1,12,6,3,4,1,3,0,3,3,12,1,5,2,3,3,2,5,4,2,4,1,3,3,4958.3333333
G,5,16,2,12,5,5,5,1,3,0,3,4,7,2,2,5,3,5,3,5,2,5,5,2,1,0,953.33333333
Q,5,12,2,7,1,5,5,1,3,0,5,5,7,3,2,5,2,3,5,5,3,4,5,1,1,1,1614.5333333
G,3,12,2,7,8,5,5,1,3,0,5,3,7,1,1,5,2,5,5,5,4,5,5,1,1,1,325.0
C,2,18,1,13,2,4,3,1,1,0,3,4,12,1,6,3,2,4,2,4,3,1,5,1,3,2,10333.333333
Q,5,12,2,7,8,3,2,2,3,0,2,4,9,2,1,5,2,5,4,5,1,5,5,1,1,1,2058.3333333
G,5,14,2,11,4,5,5,1,2,0,4,4,7,2,1,5,2,5,3,4,4,5,5,2,1,0,1170.0
G,7,9,1,3,0,5,5,1,3,0,2,4,7,1,6,5,2,5,1,5,5,5,5,1,1,1,2600.0
G,1,12,1,7,8,1,1,1,2,1,1,3,7,1,3,1,5,3,2,5,3,5,4,2,1,0,3042.0
P,2,21,1,14,6,5,5,2,1,0,5,3,13,2,6,5,1,5,5,5,4,4,5,1,4,1,10000.0
Q,2,19,1,13,8,5,5,3,2,1,2,3,13,1,1,5,2,5,5,5,2,5,5,1,1,2,7150.0
G,5,12,2,7,1,4,5,1,3,0,2,4,7,1,4,4,2,5,3,3,2,5,5,1,1,2,1883.8666667
M,3,14,2,11,6,1,1,1,1,0,5,3,9,3,1,2,1,3,2,3,2,1,5,1,1,3,3579.0
O,3,12,1,7,5,1,5,2,2,3,2,4,12,1,5,5,2,4,3,5,4,1,5,1,4,2,4666.6666667
M,2,12,2,7,4,1,5,1,2,3,1,2,7,1,6,5,2,4,5,5,5,5,5,1,1,1,2916.6666667
C,3,18,1,13,5,5,1,1,3,1,2,4,7,1,5,3,2,5,5,5,3,5,5,1,1,2,4290.0
N,6,9,1,3,0,1,2,2,1,1,3,5,3,3,6,5,1,5,5,5,4,5,5,1,1,1,4986.6666667
O,5,12,1,7,1,5,5,2,2,0,2,3,7,1,1,2,2,5,5,5,5,5,5,1,1,1,1841.6666667
N,5,9,1,3,0,5,5,1,3,1,5,5,7,1,5,5,1,5,5,5,5,5,5,1,1,1,3741.6666667
P,2,18,2,13,2,5,2,2,3,3,2,3,12,1,3,2,2,4,5,2,3,1,2,1,2,2,9083.3333333
I,4,12,2,7,8,5,5,1,3,0,1,1,7,2,1,5,3,5,1,5,5,1,5,1,5,1,1430.0
O,5,16,1,12,4,5,5,2,3,0,2,3,11,1,5,3,2,4,1,4,4,5,5,1,1,1,5666.6666667
R,9,6,2,2,0,1,1,1,3,0,1,1,7,3,5,1,2,1,1,1,1,5,5,2,1,0,2241.2
K,3,16,1,12,4,5,5,1,3,0,4,4,12,2,3,5,1,5,1,5,5,1,5,1,3,2,4583.3333333
G,5,12,2,7,1,3,4,1,2,0,2,3,7,1,6,5,2,5,3,4,2,5,5,1,1,1,1790.1
